"","V1","V2","V3","V4","V5","V6","V7","V8"
"71",171.19681,56.79450768,5.42,96.81,1388.91,10877.81,0.533261514,2235.939805
"72",169.9565863,58.72749832,5.3,96.71,1469.25,11497.12,0.533261514,2225.633162
"73",180.3836525,59.5208745,5.45,96.53,1394.46,10940.53,0.534845772,2127.687621
"74",185.7579554,65.31316438,5.73,97.92,1366.42,10128.31,0.53801429,2206.371552
"75",190.9714885,65.73566589,5.85,98.52,1498.58,10921.92,0.542450215,2357.793299
"76",197.1037058,57.0243741,6.02,98.98,1452.43,10733.91,0.542767066,2191.879295
"77",200.8703113,67.17896278,6.27,101.32,1420.6,10522.33,0.54340077,2260.668347
"78",186.9522449,71.95580379,6.53,100.54,1454.6,10447.89,0.546252436,2342.457018
"79",169.4972441,68.73772214,6.54,100.74,1430.83,10521.98,0.547519843,2263.122118
"80",167.8665796,73.57110405,6.5,101.28,1517.68,11215.1,0.547519843,2230.022218
"81",180.4525538,80.46669456,6.52,102.32,1436.51,10650.92,0.550371509,2292.060883
"82",173.6083561,79.05730951,6.51,103.89,1429.4,10971.14,0.551322064,2338.496254
"83",177.1912247,81.62433749,6.51,104.4,1314.95,10414.49,0.551638916,2329.122662
"84",185.9646593,62.75928817,6.4,103.28,1320.28,10787.99,0.551322064,2328.380681
"85",175.4227575,63.97868037,5.98,103.74,1366.01,10887.36,0.554807433,2295.129184
"86",167.4531717,68.06286246,5.49,104.58,1239.94,10495.28,0.557025396,2288.804578
"87",164.3755794,63.45438194,5.31,106.29,1160.33,9878.78,0.558292803,2385.221793
"88",158.6108358,65.63223824,4.8,107.07,1249.46,10734.97,0.560510765,2212.159228
"89",163.8703031,69.90707871,4.21,106.92,1255.82,10911.94,0.563045579,2232.720258
"90",170.2321915,69.61783936,3.97,107.71,1224.38,10502.4,0.563996134,2207.490799
"91",186.6536725,64.02589208,3.77,108.02,1211.23,10522.81,0.562411876,2129.179633
"92",182.7492644,65.3184729,3.65,106.16,1133.58,9949.75,0.562411876,2137.559185
"93",172.3451653,63.51253928,3.07,106.59,1040.94,8847.56,0.56494669,2156.055393
"94",160.6319411,52.89163415,2.49,106.87,1059.78,9075.14,0.563045579,2250.642772
